survey_date,survey_name,zone_id,zone_name,tree_id,longitude,latitude,GBH,height,name_th,name_en,scientific_name,local_name,type,DBH_cm,WS_kg,WB_kg,WL_kg,AGB_kg,BGB,TotalBiomass_kg,CarbonStock_kgC,Sequestration_kgCO2e,Sequestration_tCO2e
26/3/2026,นายสรศักดิ์ พันธุ์กา,D,D : หอพักนักศึกษา,D001,98.3537848,7.895297818,57,6.3,อินทนิล,Queen’s flower,Lagerstroemia speciosa,อินทนิลน้ำ,ป่าดิบชื้น,18.14,49.05,15.29,3.28,67.62,18.26,85.87,41.28,151.35,0.15
26/3/2026,นายหัสราวุฒิ ไชยาเผือก,D,D : หอพักนักศึกษา,D002,98.3537978,7.895276138,68,7.2,อินทนิล,Queen’s flower,Lagerstroemia speciosa,อินทนิลน้ำ,ป่าดิบชื้น,21.64,77.2,25.2,4.98,107.38,28.99,136.37,65.55,240.36,0.24
26/3/2026,นายหัสราวุฒิ ไชยาเผือก,D,D : หอพักนักศึกษา,D003,98.35368969,7.895102321,54,7.4,ปีบ,Indian cork tree,Millingtonia hortensis,กาสะลอง,ป่าเบญจพรรณ,17.18,51.52,9.38,2.06,62.96,17,79.96,39.19,143.69,0.14
26/3/2026,นายหัสราวุฒิ ไชยาเผือก,D,D : หอพักนักศึกษา,D004,98.35383159,7.894941462,104,6.2,หางนกยูงฝรั่ง,Royal Poinciana,Delonix regia,หางนกยูง,ป่าเบญจพรรณ,33.09,148.33,30.04,5.5,183.87,49.65,233.52,114.45,419.64,0.42
26/3/2026,นายหัสราวุฒิ ไชยาเผือก,D,D : หอพักนักศึกษา,D005,98.35437472,7.894125495,80,7.4,อินทนิล,Queen’s flower,Lagerstroemia speciosa,อินทนิลน้ำ,ป่าดิบชื้น,25.45,107.24,36.18,6.64,150.07,40.52,190.59,91.62,335.93,0.34
26/3/2026,นายหัสราวุฒิ ไชยาเผือก,D,D : หอพักนักศึกษา,D006,98.35448127,7.894225291,85,7.2,อินทนิล,Queen’s flower,Lagerstroemia speciosa,อินทนิลน้ำ,ป่าดิบชื้น,27.05,117.05,39.84,7.16,164.06,44.29,208.35,100.15,367.23,0.37
26/3/2026,นายหัสราวุฒิ ไชยาเผือก,D,D : หอพักนักศึกษา,D007,98.35426472,7.893799194,86,7.4,มะม่วง,Mango,Mangifera indica,มะม่วง,ป่าดิบชื้น,27.36,122.73,41.98,7.45,172.16,46.48,218.64,105.1,385.37,0.39
26/3/2026,นายหัสราวุฒิ ไชยาเผือก,D,D : หอพักนักศึกษา,D008,98.3544535,7.893831652,92.5,5.8,หูกระจง,Black olive,Terminalia ivorensis,หูกระจง,ป่าดิบชื้น,29.43,112.02,37.96,6.9,156.88,42.36,199.24,95.77,351.17,0.35
28/3/2026,นายหัสราวุฒิ ไชยาเผือก,D,D : หอพักนักศึกษา,D009,98.35418685,7.893297972,128,23.8,สนประดิพัทธ์,Sea pine,Casuarina equisetifolia L.,สนทะเล,ป่าเบญจพรรณ,40.73,766.04,183.19,18.35,967.57,261.25,1228.82,602.24,2208.23,2.21
28/3/2026,นายสรศักดิ์ พันธุ์กา,D,D : หอพักนักศึกษา,D010,98.35438528,7.89320925,77,9.5,ตีนเป็ด,Devil Tree,Alstonia scholaris,พญาสัตบรรณ,ป่าดิบชื้น,24.5,126.06,43.24,7.61,176.91,47.77,224.68,108,396.02,0.4
28/3/2026,นายสรศักดิ์ พันธุ์กา,D,D : หอพักนักศึกษา,D011,98.35385242,7.893261796,82,8.3,ศรีตรัง,Jacaranda,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,26.09,124.99,42.83,7.56,175.38,47.35,222.73,107.06,392.57,0.39
28/3/2026,นายสรศักดิ์ พันธุ์กา,D,D : หอพักนักศึกษา,D012,98.35450526,7.892829158,50,9.2,ตะเคียน,Iron wood,Hopea odorata Roxb.,ตะเคียนทอง,ป่าดิบชื้น,15.91,54.68,17.23,3.63,75.55,20.4,95.94,46.12,169.11,0.17
28/3/2026,นายสรศักดิ์ พันธุ์กา,D,D : หอพักนักศึกษา,D013,98.35447268,7.892922866,110,8.7,ตีนเป็ด,Devil Tree,Alstonia scholaris,พญาสัตบรรณ,ป่าดิบชื้น,35,225.88,82.18,11.99,320.05,86.41,406.47,195.39,716.42,0.72
28/3/2026,นายหัสราวุฒิ ไชยาเผือก,D,D : หอพักนักศึกษา,D014,98.3550383,7.892298366,59,7,ปาล์มหางหมาจิ้งจอก,Foxtail Palm,Wodyetia bifurcata A.K.Irvine,ปาล์มหางหมาจิ้งจอก หางหมาป่า,กลุ่มปาล์ม,18.77,0,0,0,72.7,29.81,102.51,42.33,155.23,0.16
28/3/2026,นายหัสราวุฒิ ไชยาเผือก,D,D : หอพักนักศึกษา,D015,98.35490019,7.89247816,350,19.2,จามจุรี,"Rain Tree , Monkey Pod",Samanea saman (Jacq.) Merr,ก้ามปู,ป่าเบญจพรรณ,111.36,4093.43,1159.88,32.97,5286.28,1427.3,6713.58,3290.33,12064.53,12.06
3/30/2026,นางสาวภิญญาดา หอมจันทร์,D,D : หอพักนักศึกษา,D016,98.354392,7.892624,60,7,ปาล์มหางหมาจิ้งจอก,Foxtail Palm,Wodyetia bifurcata A.K.Irvine,ปาล์มหางหมาจิ้งจอก หางหมาป่า,กลุ่มปาล์ม,19.09,0,0,0,72.7,29.81,102.51,42.33,155.23,0.16
3/30/2026,นางสาวญาณิศา ทองจีน,D,D : หอพักนักศึกษา,D017,98.354454,7.892827,93,7.8,ตะแบก,Queen’s crape myrtle,Lagerstroemia speciosa,ตะแบก,ป่าดิบชื้น,29.59,149.17,52.04,8.74,209.94,56.68,266.62,128.16,469.94,0.47
3/30/2026,นางสาวภิญญาดา หอมจันทร์,D,D : หอพักนักศึกษา,D018,98.354342,7.893249,136,11.5,สนประดิพัทธ์,Sea pine,Casuarina equisetifolia L.,สนทะเล,ป่าเบญจพรรณ,43.27,435.28,98.3,12.91,546.49,147.55,694.04,340.15,1247.22,1.25
3/30/2026,นาย เศรษฐพงศ์ บัวสวัสดิ์,D,D : หอพักนักศึกษา,D019,98.354198,7.893244,93,11.6,ยางนา,"Yang-na, Resin tree",Dipterocarpus alatus Roxb.,ยางนา,ป่าดิบชื้น,29.59,215.98,78.22,11.6,305.8,82.57,388.37,186.69,684.53,0.68
3/30/2026,นาย ปรเมศวร์ นุ่มศึก,D,D : หอพักนักศึกษา,D020,98.354254,7.894061,57,7.4,ศรีตรัง,Jacaranda,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,18.14,56.99,18.04,3.77,78.8,21.28,100.07,48.11,176.39,0.18
3/30/2026,นางสาวภิญญาดา หอมจันทร์,D,D : หอพักนักศึกษา,D021,98.354251,7.8933,137,21.5,สนประดิพัทธ์,Sea pine,Casuarina equisetifolia L.,สนทะเล,ป่าเบญจพรรณ,43.59,790.91,189.75,18.67,999.34,269.82,1269.16,622.01,2280.72,2.28
3/30/2026,นางสาวญาณิศา ทองจีน,D,D : หอพักนักศึกษา,D022,98.354334,7.892642,54,6.2,ปาล์มหางหมาจิ้งจอก,Foxtail Palm,Wodyetia bifurcata A.K.Irvine,ปาล์มหางหมาจิ้งจอก หางหมาป่า,กลุ่มปาล์ม,17.18,0,0,0,64.94,26.62,91.56,37.81,138.65,0.14
3/30/2026,นางสาวภิญญาดา หอมจันทร์,D,D : หอพักนักศึกษา,D023,98.354195,7.89331,138,23,สนประดิพัทธ์,Sea pine,Casuarina equisetifolia L.,สนทะเล,ป่าเบญจพรรณ,43.91,853.76,206.42,19.45,1079.63,291.5,1371.13,671.99,2463.97,2.46
3/30/2026,นาย ปรเมศวร์ นุ่มศึก,D,D : หอพักนักศึกษา,D024,98.354135,7.893415,148,22.9,สนประดิพัทธ์,Sea pine,Casuarina equisetifolia L.,สนทะเล,ป่าเบญจพรรณ,47.09,968.81,237.26,20.74,1226.81,331.24,1558.05,763.6,2799.86,2.8
3/30/2026,นางสาวภิญญาดา หอมจันทร์,D,D : หอพักนักศึกษา,D025,98.35425,7.893346,135,24.2,สนประดิพัทธ์,Sea pine,Casuarina equisetifolia L.,สนทะเล,ป่าเบญจพรรณ,42.95,859.27,207.89,19.52,1086.68,293.4,1380.08,676.38,2480.05,2.48
3/30/2026,นาย ปรเมศวร์ นุ่มศึก,D,D : หอพักนักศึกษา,D026,98.354123,7.894316,58,8.2,จามจุรี,"Rain Tree , Monkey Pod",Samanea saman (Jacq.) Merr,ก้ามปู,ป่าเบญจพรรณ,18.45,64.78,12.06,2.57,79.41,21.44,100.86,49.43,181.24,0.18
3/30/2026,นาย เศรษฐพงศ์ บัวสวัสดิ์,D,D : หอพักนักศึกษา,D027,98.354439,7.892954,129,19.3,เต็ง,"Burmese sal , Teng",Shorea obtusa Wall. ex Blume,เต็ง,ป่าเบญจพรรณ,41.05,639.25,150.09,16.54,805.88,217.59,1023.46,501.6,1839.2,1.84
3/30/2026,นางสาวญาณิศา ทองจีน,D,D : หอพักนักศึกษา,D028,98.354301,7.892677,65,5.8,ปาล์มหางหมาจิ้งจอก,Foxtail Palm,Wodyetia bifurcata A.K.Irvine,ปาล์มหางหมาจิ้งจอก หางหมาป่า,กลุ่มปาล์ม,20.68,0,0,0,60.96,25,85.96,35.5,130.17,0.13
3/30/2026,นางสาวภิญญาดา หอมจันทร์,D,D : หอพักนักศึกษา,D029,98.354198,7.893244,130,20.7,สนประดิพัทธ์,Sea pine,Casuarina equisetifolia L.,สนทะเล,ป่าเบญจพรรณ,41.36,692.29,163.87,17.33,873.48,235.84,1109.32,543.68,1993.49,1.99
3/30/2026,นาย ปรเมศวร์ นุ่มศึก,D,D : หอพักนักศึกษา,D030,98.35418,7.894182,72,9.1,ศรีตรัง,Jacaranda,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,22.91,106.85,36.04,6.62,149.51,40.37,189.88,91.28,334.68,0.33
3/30/2026,นางสาวญาณิศา ทองจีน,D,D : หอพักนักศึกษา,D031,98.354468,7.892582,66,7.3,ปาล์มหางหมาจิ้งจอก,Foxtail Palm,Wodyetia bifurcata A.K.Irvine,ปาล์มหางหมาจิ้งจอก หางหมาป่า,กลุ่มปาล์ม,21,0,0,0,75.55,30.98,106.53,44,161.32,0.16
3/30/2026,นางสาวญาณิศา ทองจีน,D,D : หอพักนักศึกษา,D032,98.354455,7.892588,55,5.5,ปาล์มหางหมาจิ้งจอก,Foxtail Palm,Wodyetia bifurcata A.K.Irvine,ปาล์มหางหมาจิ้งจอก หางหมาป่า,กลุ่มปาล์ม,17.5,0,0,0,57.94,23.76,81.7,33.74,123.72,0.12
3/30/2026,นาย เศรษฐพงศ์ บัวสวัสดิ์,D,D : หอพักนักศึกษา,D033,98.354507,7.893088,106,9.6,สาละลังกา,Cannonball tree,Couroupita guianensis Aubl.,ลูกปืนใหญ่,ป่าดิบชื้น,33.73,231.07,84.26,12.18,327.52,88.43,415.95,199.95,733.14,0.73
3/30/2026,นาย ปรเมศวร์ นุ่มศึก,D,D : หอพักนักศึกษา,D034,98.351817,7.893787,82,7.1,ศรีตรัง,Jacaranda,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,26.09,108.05,36.48,6.69,151.22,40.83,192.05,92.32,338.49,0.34
3/30/2026,นาย เศรษฐพงศ์ บัวสวัสดิ์,D,D : หอพักนักศึกษา,D035,98.35458,7.893131,103,9.3,ทุ้งฟ้า,"Bush clockvine , King’s mantle",Thunbergia erecta (Benth.) T.Anderson,รางจืดฝรั่ง,ป่าดิบชื้น,32.77,212.64,76.89,11.47,301,81.27,382.27,183.75,673.77,0.67
19/3/2026,นายหัสราวุฒิ ไชยาเผือก,E,E : โรงอาหารและหอพักอาจารย์,E001,98.3512063,7.893052187,149,27.3,ยางนา,"Yang-na, Resin tree",Dipterocarpus alatus Roxb.,ยางนา,ป่าดิบชื้น,47.41,1155.79,496.05,27.86,1679.7,453.52,2133.21,1025.44,3759.93,3.76
19/3/2026,นายหัสราวุฒิ ไชยาเผือก,E,E : โรงอาหารและหอพักอาจารย์,E002,98.35095531,7.893497415,80,13.3,ศรีตรัง,Jacaranda,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,25.45,185.28,66.07,10.35,261.7,70.66,332.36,159.77,585.81,0.59
19/3/2026,นายหัสราวุฒิ ไชยาเผือก,E,E : โรงอาหารและหอพักอาจารย์,E003,98.35084845,7.893524828,99.8,12.1,กระทิง,Alexandrian laurel,Calophyllum inophyllum,สารภีทะเล,ป่าดิบแล้ง,31.75,289.81,87.75,7.58,385.15,103.99,489.14,235.13,862.14,0.86
19/3/2026,นายหัสราวุฒิ ไชยาเผือก,E,E : โรงอาหารและหอพักอาจารย์,E004,98.35076785,7.892034068,105.6,14.1,ยางนา,"Yang-na, Resin tree",Dipterocarpus alatus Roxb.,ยางนา,ป่าดิบชื้น,33.6,328.39,124.08,15.44,467.91,126.33,594.24,285.65,1047.39,1.05
19/3/2026,นายหัสราวุฒิ ไชยาเผือก,E,E : โรงอาหารและหอพักอาจารย์,E005,98.35062835,7.891645195,51,8.8,ขี้เหล็ก,Kassod tree,Senna siamea,ขี้เหล็ก,ป่าเบญจพรรณ,16.23,54.43,9.96,2.17,66.57,17.97,84.54,41.43,151.93,0.15
19/3/2026,นายหัสราวุฒิ ไชยาเผือก,E,E : โรงอาหารและหอพักอาจารย์,E006,98.35058391,7.891674434,42,3.4,มะรุม,Drumstick tree,Moringa oleifera,มะรุม,ป่าเบญจพรรณ,13.36,15.61,2.52,0.64,18.77,5.07,23.83,11.68,42.83,0.04
19/3/2026,นายหัสราวุฒิ ไชยาเผือก,E,E : โรงอาหารและหอพักอาจารย์,E007,98.35081198,7.891579455,50.4,10.5,ตะเคียน,Iron wood,Hopea odorata Roxb.,ตะเคียนทอง,ป่าดิบชื้น,16.04,62.78,20.06,4.13,86.97,23.48,110.45,53.1,194.68,0.19
19/3/2026,นายหัสราวุฒิ ไชยาเผือก,E,E : โรงอาหารและหอพักอาจารย์,E008,98.35087853,7.891411411,84.2,9.3,อินทนิล,Queen’s flower,Lagerstroemia speciosa,อินทนิลน้ำ,ป่าดิบชื้น,26.79,146.01,50.83,8.59,205.42,55.46,260.89,125.41,459.83,0.46
19/3/2026,นายหัสราวุฒิ ไชยาเผือก,E,E : โรงอาหารและหอพักอาจารย์,E009,98.35049537,7.891425609,80.2,12.8,จำปา,Champak,Magnolia champaca,จำปาทอง,ป่าดิบชื้น,25.52,179.61,63.85,10.11,253.57,68.46,322.03,154.8,567.6,0.57
19/3/2026,นายหัสราวุฒิ ไชยาเผือก,E,E : โรงอาหารและหอพักอาจารย์,E010,98.35306032,7.892048691,95.3,11.4,พะยอม,Shorea,Shorea roxburghii,พะยอม,ป่าเบญจพรรณ,30.32,222.41,46.93,7.75,277.1,74.82,351.91,172.47,632.4,0.63
19/3/2026,นายหัสราวุฒิ ไชยาเผือก,E,E : โรงอาหารและหอพักอาจารย์,E011,98.3529792,7.892303598,206.6,14.6,ตีนเป็ด,Devil Tree,Alstonia scholaris,พญาสัตบรรณ,ป่าดิบชื้น,65.74,1186.16,510.42,28.08,1724.66,465.66,2190.32,1052.89,3860.59,3.86
19/3/2026,นายหัสราวุฒิ ไชยาเผือก,E,E : โรงอาหารและหอพักอาจารย์,E012,98.35328934,7.891858525,74,7.6,มะพร้าว,Coconut,Cocos nucifera,มะพร้าว,กลุ่มปาล์ม,23.55,0,0,0,78.38,32.14,110.51,45.64,167.36,0.17
19/3/2026,นายหัสราวุฒิ ไชยาเผือก,E,E : โรงอาหารและหอพักอาจารย์,E013,98.35332446,7.891792108,109,13.1,ทุเรียน,Durian,Durio zibethinus,ทุเรียน,ป่าดิบชื้น,34.68,325.28,122.79,15.34,463.42,125.12,588.54,282.91,1037.35,1.04
19/3/2026,นายหัสราวุฒิ ไชยาเผือก,E,E : โรงอาหารและหอพักอาจารย์,E014,98.35182095,7.892484998,109.8,18,ตะเคียน,Iron wood,Hopea odorata Roxb.,ตะเคียนทอง,ป่าดิบชื้น,34.94,443.49,172.75,18.45,634.69,171.37,806.06,387.47,1420.73,1.42
19/3/2026,นายหัสราวุฒิ ไชยาเผือก,E,E : โรงอาหารและหอพักอาจารย์,E015,98.35186175,7.892316517,97.6,7.8,มะม่วง,Mango,Mangifera indica,มะม่วง,ป่าดิบชื้น,31.05,163.22,57.46,9.38,230.07,62.12,292.18,140.45,514.99,0.51
3/19/2026,นางสาวภิญญาดา หอมจันทร์,E,E : โรงอาหารและหอพักอาจารย์,E016,98.35175,7.892457,150,11.5,ยางนา,"Yang-na, Resin tree",Dipterocarpus alatus Roxb.,ยางนา,ป่าดิบชื้น,47.73,522.56,206.96,20.13,749.66,202.41,952.06,457.66,1678.07,1.68
3/19/2026,นางสาวภิญญาดา หอมจันทร์,E,E : โรงอาหารและหอพักอาจารย์,E017,98.351798,7.892584,148,10.9,จามจุรี,"Rain Tree , Monkey Pod",Samanea saman (Jacq.) Merr,ก้ามปู,ป่าเบญจพรรณ,47.09,484.8,110.69,13.88,609.37,164.53,773.9,379.29,1390.73,1.39
3/19/2026,นางสาวภิญญาดา หอมจันทร์,E,E : โรงอาหารและหอพักอาจารย์,E018,98.351817,7.892418,66.2,9.6,ตะเคียน,Iron wood,Hopea odorata Roxb.,ตะเคียนทอง,ป่าดิบชื้น,21.06,96.03,32.04,6.04,134.11,36.21,170.32,81.87,300.21,0.3
3/19/2026,นางสาวภิญญาดา หอมจันทร์,E,E : โรงอาหารและหอพักอาจารย์,E019,98.351811,7.892457,125.2,11.2,ยางนา,"Yang-na, Resin tree",Dipterocarpus alatus Roxb.,ยางนา,ป่าดิบชื้น,39.84,363.95,138.96,16.45,519.36,140.23,659.58,317.06,1162.56,1.16
3/19/2026,นางสาวภิญญาดา หอมจันทร์,E,E : โรงอาหารและหอพักอาจารย์,E020,98.351577,7.892625,141,11.6,ยางนา,"Yang-na, Resin tree",Dipterocarpus alatus Roxb.,ยางนา,ป่าดิบชื้น,44.86,469.38,183.89,19.03,672.3,181.52,853.82,410.43,1504.91,1.5
3/19/2026,นาย ปรเมศวร์ นุ่มศึก,E,E : โรงอาหารและหอพักอาจารย์,E021,98.351358,7.893381,74,11.9,ยางนา,"Yang-na, Resin tree",Dipterocarpus alatus Roxb.,ยางนา,ป่าดิบชื้น,23.55,144.42,50.22,8.51,203.15,54.85,258,124.02,454.74,0.45
3/19/2026,นาย ปรเมศวร์ นุ่มศึก,E,E : โรงอาหารและหอพักอาจารย์,E022,98.351413,7.893467,74.8,9.6,ศรีตรัง,Jacaranda,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,23.8,120.6,41.18,7.34,169.12,45.66,214.78,103.24,378.56,0.38
3/19/2026,นาย ปรเมศวร์ นุ่มศึก,E,E : โรงอาหารและหอพักอาจารย์,E023,98.35128,7.89336,146.6,15,ตีนเป็ด,Devil Tree,Alstonia scholaris,พญาสัตบรรณ,ป่าดิบชื้น,46.65,641.48,259.39,22.23,923.1,249.24,1172.33,563.54,2066.31,2.07
3/19/2026,นาย ปรเมศวร์ นุ่มศึก,E,E : โรงอาหารและหอพักอาจารย์,E024,98.35128,7.893599,61,7.7,ศรีตรัง,Jacaranda,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,19.41,67.12,21.6,4.39,93.1,25.14,118.24,56.84,208.4,0.21
3/19/2026,นาย ปรเมศวร์ นุ่มศึก,E,E : โรงอาหารและหอพักอาจารย์,E025,98.351222,7.893624,76.4,7.3,ศรีตรัง,Jacaranda,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,24.31,97.18,32.46,6.1,135.74,36.65,172.39,82.87,303.85,0.3
3/19/2026,นาย เศรษฐพงศ์ บัวสวัสดิ์,E,E : โรงอาหารและหอพักอาจารย์,E026,98.350895,7.893441,67.2,9.7,ศรีตรัง,Jacaranda,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,21.38,99.71,33.4,6.24,139.35,37.62,176.98,85.07,311.93,0.31
3/19/2026,นาย เศรษฐพงศ์ บัวสวัสดิ์,E,E : โรงอาหารและหอพักอาจารย์,E027,98.350699,7.893284,71.6,11.8,ศรีตรัง,Jacaranda,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,22.78,134.74,46.52,8.04,189.31,51.11,240.43,115.57,423.77,0.42
3/19/2026,นาย เศรษฐพงศ์ บัวสวัสดิ์,E,E : โรงอาหารและหอพักอาจารย์,E028,98.350711,7.893074,48.6,6.7,ศรีตรัง,Jacaranda,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,15.46,38.58,11.74,2.61,52.93,14.29,67.23,32.32,118.49,0.12
3/19/2026,นาย เศรษฐพงศ์ บัวสวัสดิ์,E,E : โรงอาหารและหอพักอาจารย์,E029,98.350599,7.892867,60,7.3,ศรีตรัง,Jacaranda,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,19.09,61.92,19.76,4.08,85.76,23.15,108.91,52.35,191.96,0.19
3/19/2026,นาย เศรษฐพงศ์ บัวสวัสดิ์,E,E : โรงอาหารและหอพักอาจารย์,E030,98.350639,7.892534,61.2,8.9,ศรีตรัง,Jacaranda,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,19.47,77.29,25.23,4.99,107.51,29.03,136.53,65.63,240.65,0.24
3/21/2026,นางสาวญาณิศา ทองจีน,E,E : โรงอาหารและหอพักอาจารย์,E031,98.353436,7.892869,63,6.9,ศรีตรัง,Jacaranda,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,20.05,64.35,20.62,4.22,89.18,24.08,113.26,54.45,199.64,0.2
3/21/2026,นางสาวญาณิศา ทองจีน,E,E : โรงอาหารและหอพักอาจารย์,E032,98.353116,7.89281,52,6.5,ศรีตรัง,Jacaranda,Jacaranda mimosifolia D.Don,แคทราย,ป่าดิบชื้น,16.55,42.55,13.07,2.87,58.49,15.79,74.28,35.71,130.93,0.13
3/21/2026,นางสาวญาณิศา ทองจีน,E,E : โรงอาหารและหอพักอาจารย์,E033,98.352866,7.892538,69,7.5,ปาล์มหางหมาจิ้งจอก,Foxtail Palm,Wodyetia bifurcata A.K.Irvine,ปาล์มหางหมาจิ้งจอก หางหมาป่า,กลุ่มปาล์ม,21.95,0,0,0,77.44,31.75,109.19,45.1,165.35,0.17
3/21/2026,นางสาวญาณิศา ทองจีน,E,E : โรงอาหารและหอพักอาจารย์,E034,98.352984,7.892514,60,8.1,ปาล์มหางหมาจิ้งจอก,Foxtail Palm,Wodyetia bifurcata A.K.Irvine,ปาล์มหางหมาจิ้งจอก หางหมาป่า,กลุ่มปาล์ม,19.09,0,0,0,83.03,34.04,117.07,48.35,177.28,0.18
3/21/2026,นางสาวญาณิศา ทองจีน,E,E : โรงอาหารและหอพักอาจารย์,E035,98.352856,7.892511,72,9.2,ปาล์มหางหมาจิ้งจอก,Foxtail Palm,Wodyetia bifurcata A.K.Irvine,ปาล์มหางหมาจิ้งจอก หางหมาป่า,กลุ่มปาล์ม,22.91,0,0,0,93,38.13,131.13,54.16,198.57,0.2
